SITE$,FSVLAFTER,TOTAFTER,MASSaft,RCM,CSIZE
OR,70,151,6.32,0.163607595,2
OR,70,119,5.8636,0.20226482,2
OR,70,154,6.2594,0.198181934,2
OR,70,132,5.6893,0.283954089,3
OR,70,136,4.773,0.354179761,3
OR,70,150,4.989,0.335558228,3
OR,70,165,5.6748,0.278124339,3
OR,70,124,5.26,0.302091255,3
OR,70,124,5.8809,0.240303355,3
OR,70,124,5.2244,0.298426614,3
OR,70,154,6.2729,0.306540834,3
OR,70,126,6.3027,0.27627842,3
OR,70,128,6.622,0.29666264,3
OR,70,143,6.6882,0.254537843,3
OR,70,120,5.164,0.395565453,3
OR,70,121,5.058,0.303736655,3
OR,70,129,7.0219,0.235007619,3
OR,70,116,4.9466,0.31310395,3
OR,70,120,6.4896,0.27132643,3
OR,70,140,6.5898,0.30252815,3
OR,70,124,6.8093,0.195644193,3
OR,70,154,5.3289,0.371652686,4
OR,70,124,5.897,0.319671019,4
OR,70,150,5.5048,0.435637989,4
OR,70,151,5.7954,0.380543189,4
OR,70,126,5.2025,0.412628544,4
OR,70,123,5.6298,0.416320296,4
OR,70,112,5.4927,0.405392612,4
OR,70,120,6.8407,0.332056661,4
OR,70,145,5.57,0.395475763,4
OR,70,132,6.7,0.352746269,4
OR,70,155,7.2982,0.286659724,4
OR,70,147,6.2234,0.33443134,4
OR,70,144,6.8006,0.290430256,4
OR,70,148,7.312,0.262937637,4
OR,70,150,5.35,0.349719626,4
OR,70,131,7.0131,0.295290243,4
OR,70,131,7.3146,0.271033276,4
OR,70,149,4.678,0.495190252,5
OR,70,151,5.616,,5
OR,70,158,4.5516,0.556419721,6
OR,70,153,7.5308,,
OR,70,153,7.1285,,
OR,70,124,6.9203,,
CP,71,162,7.7654,0.07792258,1
CP,71,156,7.3324,0.078882767,1
CP,71,158,6.9414,0.173149509,2
CP,71,110,6.647,0.1606439,2
CP,71,148,6.4048,0.2235667,2
CP,71,132,5.3428,0.258254099,2
CP,71,165,6.3853,0.216716521,2
CP,71,138,5.644,0.204145996,2
CP,71,145,6.3538,0.203122541,2
CP,71,154,6.5641,0.189500465,2
CP,71,130,5.515,0.226872167,2
CP,71,134,6.1668,0.191298567,2
CP,71,161,5.3356,0.194073769,2
CP,71,158,7.3145,0.179779889,2
CP,71,154,5.5557,0.187951113,2
CP,71,148,5.432,0.208308174,2
CP,71,150,7.2795,0.144446734,2
CP,71,128,6.8913,0.139102927,2
CP,71,157,7.1852,0.174274898,2
CP,71,139,7.5233,,3
CP,71,137,6.6174,0.251503612,3
CP,71,141,6.287,0.293796723,3
CP,71,158,5.2402,0.368840884,3
CP,71,156,5.6068,0.268495398,3
CP,71,159,6.2219,0.289493563,3
CP,71,134,5.07,0.32790927,3
CP,71,162,6.0745,0.286871347,3
CP,71,137,5.802,0.280093071,3
CP,71,164,6.057,0.27480601,3
CP,71,158,6.1091,0.299012948,3
CP,71,144,6.3339,0.273338701,3
CP,71,132,6.6873,0.27194832,3
CP,71,148,6.9692,0.283117144,3
CP,71,152,4.9297,0.351015275,3
CP,71,153,5.9303,0.309900005,3
CP,71,163,5.1734,0.261104883,3
CP,71,148,6.8992,0.222750464,3
CP,71,129,5.7142,0.260928914,3
CP,71,138,6.4083,0.331133062,3
CP,71,133,7.365,0.19053632,3
CP,71,155,7.1245,0.231356586,3
CP,71,150,7.0114,0.16236415,3
CP,71,150,6.5286,0.26305793,3
CP,71,151,6.5233,0.256833198,3
CP,71,148,4.6574,0.450959763,4
CP,71,155,7.4875,0.29824374,4
CP,71,132,6.036,0.31731279,4
CP,71,122,6.567,0.351149688,4
CP,71,158,7.2737,0.259249075,4
CP,71,158,7.9368,0.294085778,4
CP,71,151,,,
CP,71,140,6.3612,,
CP,71,142,,,
OR,71,118,5.7516,0.201004938,2
OR,71,152,5.352,0.298150224,3
OR,71,167,5.1999,0.331910229,3
OR,71,137,5.3599,0.332245005,3
OR,71,127,5.7838,0.291451987,3
OR,71,124,5.7129,0.280102925,3
OR,71,103,5.8949,0.289877691,3
OR,71,127,6.568,0.23906821,3
OR,71,153,7.0142,0.242009067,3
OR,71,127,6.07,0.291433278,3
OR,71,148,8.5625,0.189068613,3
OR,71,134,4.8015,0.420493596,4
OR,71,125,4.7135,0.446292564,4
OR,71,161,5.76,0.36546875,4
OR,71,155,5.7053,0.375317687,4
OR,71,112,5.1895,0.383582233,4
OR,71,143,5.7678,0.405475225,4
OR,71,132,5,0.377,4
OR,71,164,6.092,0.309487853,4
OR,71,143,6.1802,0.385537685,5
CP,72,168,6.6713,0.189378382,2
CP,72,132,6.6039,0.165674829,2
CP,72,145,6.0238,0.197201102,2
CP,72,159,6.162,0.205663746,2
CP,72,112,5.335,0.230290534,2
CP,72,149,5.613,0.216087654,2
CP,72,156,6.0757,0.240630709,2
CP,72,150,6.522,0.200475314,2
CP,72,82,5.753,0.205614462,2
CP,72,148,7.5328,0.14424915,2
CP,72,131,7.4642,0.179255647,2
CP,72,126,7.0318,0.181475582,2
CP,72,150,7.1646,0.177665187,2
CP,72,163,7.0086,0.163584739,2
CP,72,160,7.6729,0.181183125,2
CP,72,122,7.1139,0.151154781,2
CP,72,154,7.3,0.148452055,2
CP,72,144,6.0352,0.192752519,2
CP,72,153,6.982,0.160655973,2
CP,72,142,6.2901,0.239598735,2
CP,72,158,6.0759,0.223259106,2
CP,72,138,6.8904,0.124303379,2
CP,72,156,7.5752,0.165262963,2
CP,72,142,6.692,0.165944411,2
CP,72,162,7.6208,0.144394289,2
CP,72,140,6.3086,0.17790001,2
CP,72,144,7.7506,0.194888138,2
CP,72,134,7.8114,0.135699106,2
CP,72,154,7.2165,0.249844107,3
CP,72,156,6.3752,0.284869494,3
CP,72,136,6.4956,0.274539688,3
CP,72,158,5.2934,0.293743152,3
CP,72,155,5.7138,0.262434807,3
CP,72,130,5.7713,0.306170187,3
CP,72,161,6.1733,0.312928256,3
CP,72,152,6.8032,0.267197789,3
CP,72,128,5.6113,0.313973589,3
CP,72,153,7.2508,0.257599161,3
CP,72,163,6.74,0.264287834,3
CP,72,168,7.0595,0.261109144,3
CP,72,143,7.132,0.255678632,3
CP,72,168,6.539,0.28657287,3
CP,72,148,6.9426,0.268472906,3
CP,72,135,5.7149,0.301930043,3
CP,72,147,5.7139,0.30977091,3
CP,72,155,7.3671,0.21927217,3
CP,72,153,6.3123,0.226114095,3
CP,72,157,6.5032,0.297176775,3
CP,72,164,4.044,0.502497527,3
CP,72,135,6.1802,0.296624705,3
CP,72,104,6.3676,0.244864627,3
CP,72,145,6.225,0.267983936,3
CP,72,109,8.7789,0.200685735,3
CP,72,153,7.0049,0.219389285,3
CP,72,156,5.7976,0.312991583,3
CP,72,149,7.02,0.199586895,3
CP,72,148,6.7356,0.249331908,3
CP,72,161,8.5036,0.198739357,3
CP,72,141,6.7698,0.287630358,3
CP,72,155,6.2795,0.251564615,3
CP,72,171,7.5907,0.232534549,3
CP,72,163,6.1472,0.34609253,4
CP,72,115,6.5616,0.30180139,4
CP,72,165,6.477,0.330909372,4
CP,72,164,5.8979,0.327608132,4
CP,72,157,5.9416,0.388447556,4
CP,72,165,5.8528,0.373923592,4
CP,72,161,6.2036,0.382020117,4
CP,72,162,6.9267,0.311793495,4
CP,72,146,5.933,0.336979606,4
CP,72,149,6.2993,0.332941755,4
CP,72,145,6.3899,0.303025086,4
CP,72,162,6.8994,0.320622083,4
CP,72,139,7.2131,0.288807863,4
CP,72,154,7.9295,0.295125796,4
CP,72,152,6.028,0.402422031,4
CP,72,158,6.4846,0.309733831,4
CP,72,158,5.2907,0.393728618,4
CP,72,160,6.7483,0.315131218,4
CP,72,166,7.4933,0.282532396,4
CP,72,139,7.0985,0.284271325,4
CP,72,164,,,
CP,72,122,,,
OR,72,125,6.128,0.171573107,2
OR,72,151,5.6993,0.215956346,2
OR,72,151,5.75,0.247704348,2
OR,72,160,6.8704,0.232300885,3
OR,72,153,6.748,0.292946058,4
OR,72,150,6.97,0.313443329,4
OR,72,154,6.4598,0.328782109,4
CP,72.5,156,5.9958,0.293572167,3
CP,72.5,168,6.3122,0.337980419,4
OR,72.5,128,6.9,0.301623188,4
CP,73,166,7.8223,0.077982179,1
CP,73,165,6.6676,0.092507049,1
CP,73,136,7.73,0.070711514,1
CP,73,139,6.4552,0.20721279,2
CP,73,78,6.55,0.202977099,2
CP,73,148,6.9145,0.167401837,2
CP,73,154,7.7889,0.153038298,2
CP,73,151,,,2
CP,73,,6.9897,0.175615549,2
CP,73,147,7.1758,0.157808189,2
CP,73,158,7.8512,0.177323212,2
CP,73,127,6.4462,0.200210977,2
CP,73,164,7.7134,0.156429071,2
CP,73,158,6.0392,0.235892171,3
CP,73,165,6.6267,0.268353781,3
CP,73,121,6.9225,0.261263994,3
CP,73,96,7.5554,0.189586256,3
CP,73,163,7.017,0.210132535,3
CP,73,95,6.1665,0.227908862,3
CP,73,134,5.959,0.309011579,3
CP,73,160,5.7204,0.309558772,3
CP,73,152,6.13,0.271500816,3
CP,73,89,6.2351,0.276386906,3
CP,73,158,6.925,0.216866426,3
CP,73,148,6.1878,0.268172856,3
CP,73,142,6.8993,0.277651356,3
CP,73,152,5.1061,0.333189714,3
CP,73,162,6.1532,0.277286615,3
CP,73,,6.5634,0.254395588,3
CP,73,168,6.5388,0.288218022,3
CP,73,115,5.113,0.331097203,3
CP,73,164,5.7269,0.308840734,3
CP,73,156,6.5695,0.295441053,3
CP,73,158,6.2186,0.268163252,3
CP,73,142,6.6205,0.261173627,3
CP,73,156,7.6518,0.216837868,3
CP,73,164,6.6426,0.240688887,3
CP,73,116,6.6013,0.301258843,3
CP,73,164,6.0851,0.324727613,3
CP,73,135,6.5846,0.249840537,3
CP,73,140,6.8635,0.263670139,3
CP,73,156,8.1823,0.212861909,3
CP,73,156,6.5451,0.298788407,3
CP,73,168,7.4256,0.252424047,3
CP,73,161,7.749,0.237049942,3
CP,73,165,6.9753,0.207761673,3
CP,73,151,8.2368,0.199907731,3
CP,73,133,5.5886,0.295422825,3
CP,73,152,7.7495,0.199548358,3
CP,73,146,6.7628,0.213772402,3
CP,73,133,6.9158,0.259767489,3
CP,73,165,7.716,0.247019181,3
CP,73,101,6.1721,0.333516955,4
CP,73,160,8.863,,4
CP,73,165,6.3616,0.355633803,4
CP,73,160,7.2999,0.322305785,4
CP,73,132,5.615,0.437613535,4
CP,73,137,6.3548,0.305532826,4
CP,73,127,6.4199,0.294116731,4
CP,73,164,5.507,0.425077175,4
CP,73,146,6.7899,0.388076408,4
CP,73,143,5.9581,0.359863044,4
CP,73,143,7.1696,0.301313881,4
CP,73,142,6.3141,0.355062479,4
CP,73,152,7.3071,0.281164894,4
CP,73,146,6.7675,0.380923532,4
CP,73,132,6.9235,0.353997256,4
CP,73,155,7.2,0.304194444,4
CP,73,146,7.9317,0.282524553,4
CP,73,142,7.589,0.289063118,4
CP,73,104,5.047,0.474341193,4
CP,73,150,7.3936,0.289966998,4
CP,73,156,6.9186,0.319154164,4
CP,73,151,7.3913,0.345514321,5
CP,73,137,7.0654,0.384875591,5
CP,73,160,7.1618,0.084420118,5
CP,73,139,6.0577,,
OR,73,131,6.3262,0.143119092,2
OR,73,156,5.3926,0.330044876,3
OR,73,152,5.7809,0.308239202,3
OR,73,152,5.1104,0.471841735,4
OR,73,156,6.05,0.379008264,4
OR,73,160,6.619,0.313582112,4
OR,73,154,6.6828,0.33485964,4
OR,73,129,6.4466,0.375407191,5
OR,73,151,5.9501,0.434412867,5
CP,74,153,6.2224,0.104686295,1
CP,74,149,7.4693,0.104708607,1
CP,74,148,8.3332,0.07248116,1
CP,74,165,6.6068,0.206680995,2
CP,74,147,6.7778,0.189191183,2
CP,74,160,5.4215,0.25889514,2
CP,74,163,6.4529,0.217964016,2
CP,74,127,6.381,0.16854725,2
CP,74,151,7.6104,0.152817198,2
CP,74,169,6.3268,0.187013972,2
CP,74,159,7.114,0.193997751,2
CP,74,141,7.7965,0.149567113,2
CP,74,140,7.593,0.201606743,2
CP,74,164,7.6948,0.149360607,2
CP,74,146,5.739,0.217529186,2
CP,74,151,6.5951,0.186714379,2
CP,74,135,6.2973,0.234354406,2
CP,74,167,7.1228,0.141980682,2
CP,74,143,7.781,0.144390181,2
CP,74,162,7.4913,0.203529427,3
CP,74,171,7.6091,0.220617419,3
CP,74,158,7.5997,0.245864968,3
CP,74,134,6.9953,0.242548568,3
CP,74,161,6.1466,0.337796505,3
CP,74,148,5.9756,0.301760493,3
CP,74,161,6.839,0.292030999,3
CP,74,150,6.6333,0.292147197,3
CP,74,137,5.7106,0.333940392,3
CP,74,165,7.5438,0.244147512,3
CP,74,165,6.6488,0.267130911,3
CP,74,,6.1348,0.309969355,3
CP,74,160,7.2495,0.273646458,3
CP,74,109,6.6289,0.25610584,3
CP,74,150,7.4133,0.273063278,3
CP,74,166,6.3333,0.293527861,3
CP,74,146,8.1813,,3
CP,74,140,6.845,0.220204529,3
CP,74,163,6.2798,0.309006656,3
CP,74,155,7.5955,0.25492726,3
CP,74,,6.228,0.288567759,3
CP,74,169,7.325,0.264341297,3
CP,74,175,7.0709,0.283118132,3
CP,74,158,7.6303,0.250265389,3
CP,74,160,6.5588,0.252622431,3
CP,74,162,6.534,0.267232935,3
CP,74,145,7.5138,0.242886422,3
CP,74,136,6.2455,0.294195821,3
CP,74,156,7.265,0.239380592,3
CP,74,160,6.9828,0.22778828,3
CP,74,125,6.3215,0.288206913,3
CP,74,155,6.6863,0.269012757,3
CP,74,153,6.786,0.251061008,3
CP,74,136,7.9067,,3
CP,74,153,6.4517,0.262597455,3
CP,74,98,5.8875,0.236908705,3
CP,74,114,8.6738,0.18992829,3
CP,74,91,7.278,0.252638087,3
CP,74,160,7.243,0.24487091,3
CP,74,162,7.2172,0.247090284,3
CP,74,160,6.7926,0.260091865,3
CP,74,157,8.4007,0.216970014,3
CP,74,162,7.113,0.305848447,4
CP,74,148,7.2484,0.318028806,4
CP,74,169,7.9757,0.279536592,4
CP,74,170,6.3275,0.382362702,4
CP,74,148,6.3547,0.334791572,4
CP,74,131,,,4
CP,74,159,7.648,0.269626046,4
CP,74,127,6.213,0.336504104,4
CP,74,136,4.774,0.485148722,4
CP,74,164,6.014,0.41232125,4
CP,74,143,6.31,0.33473851,4
CP,74,148,6.4368,0.333442083,4
CP,74,155,6.515,0.314320798,4
CP,74,160,5.6,0.404589286,4
CP,74,144,6.38,0.372742947,4
CP,74,168,6.5933,0.345471918,4
CP,74,148,6.6991,0.318430834,4
CP,74,118,5.7684,0.37932529,4
CP,74,140,6.3904,0.343890836,4
CP,74,139,7.9074,0.254129044,4
CP,74,108,6.963,0.355723108,4
CP,74,162,6.5846,0.321173648,4
CP,74,157,7.8812,0.292759986,4
CP,74,156,6.307,0.403060092,4
CP,74,158,7.7592,0.286704815,4
CP,74,165,7.7265,0.256739792,4
CP,74,80,7.2083,0.286641788,4
CP,74,115,6.0435,0.389989245,4
CP,74,171,6.9789,0.350126811,4
CP,74,164,7.8296,0.305405129,4
CP,74,157,7.91,0.296965866,4
CP,74,105,6.6847,0.41226981,5
CP,74,147,6.3735,0.304495175,5
CP,74,107,5.8153,0.421646347,5
CP,74,158,6.4478,0.42394305,5
CP,74,163,,,
CP,74,161,6.8858,,
CP,74,137,,,
CP,74,151,,,
CP,74.5,173,6.9962,0.232754924,3
CP,75,135,7.5614,0.064181236,1
CP,75,149,7.7569,0.083370934,1
CP,75,148,6.4338,0.092729025,1
CP,75,164,,,2
CP,75,143,8.0414,0.123349168,2
CP,75,160,8.1834,0.165762397,2
CP,75,144,7.2117,0.171443626,2
CP,75,148,7.8081,0.152649172,2
CP,75,154,6.3392,0.182672892,2
CP,75,170,,,2
CP,75,117,5.1509,0.192374148,2
CP,75,166,9.369,0.145874693,2
CP,75,162,8.052,0.144287134,2
CP,75,143,7.6819,,3
CP,75,166,6.7437,,3
CP,75,168,6.6621,0.300791042,3
CP,75,138,7.782,0.208609612,3
CP,75,108,7.0438,0.252903262,3
CP,75,132,6.4954,0.261200234,3
CP,75,163,5.6772,0.286849151,3
CP,75,166,6.522,0.278549525,3
CP,75,135,5.8184,0.286762684,3
CP,75,143,6.7653,0.277120009,3
CP,75,130,5.94,0.300942761,3
CP,75,152,8.08,0.237561881,3
CP,75,161,7.24,0.248977901,3
CP,75,120,5.9397,0.353081805,3
CP,75,138,7.7708,0.233772585,3
CP,75,134,6.5248,0.279150319,3
CP,75,150,8.3741,0.226830346,3
CP,75,128,7.2999,0.241962219,3
CP,75,150,7.6643,0.253852276,3
CP,75,166,7.6999,0.251782491,3
CP,75,146,,,3
CP,75,163,8.1427,0.242204674,3
CP,75,161,7.9292,0.268551682,3
CP,75,164,8.23,0.228274605,3
CP,75,156,5.74,0.286829268,3
CP,75,150,7.316,0.232791143,3
CP,75,158,6.9618,0.131354717,3
CP,75,149,6.7456,0.276135555,3
CP,75,145,6.9787,0.238511471,3
CP,75,92,6.7637,0.245575646,3
CP,75,168,8.1207,0.21905747,3
CP,75,160,6.9103,0.261262174,3
CP,75,135,7.1584,0.236323759,3
CP,75,161,6.2613,0.346222031,4
CP,75,162,7.1913,0.314393781,4
CP,75,159,7.6812,0.280841535,4
CP,75,158,8.1103,0.286499883,4
CP,75,150,7.3268,0.311609434,4
CP,75,163,7.1319,0.316507523,4
CP,75,164,7.113,0.308336848,4
CP,75,136,6.0942,0.378523842,4
CP,75,150,5.7298,0.388757025,4
CP,75,155,6.2738,0.339634671,4
CP,75,95,6.7528,0.351202464,4
CP,75,162,6.9252,0.350574713,4
CP,75,142,7.0524,0.340238784,4
CP,75,156,7.8143,0.316394303,4
CP,75,150,6.9239,0.331929982,4
CP,75,139,7.6695,0.315092249,4
CP,75,153,8.2959,0.181342591,4
CP,75,166,6.8579,0.366453287,4
CP,75,124,6.5379,0.377598311,4
CP,75,155,7.1354,0.319127169,4
CP,75,160,6.3265,0.374298585,4
CP,75,160,7.5107,0.330887933,4
CP,75,149,7.4305,0.31225355,4
CP,75,160,6.7367,0.318895008,4
CP,75,170,8.1983,0.303672713,4
CP,75,165,8.101,0.278792742,4
CP,75,92,7.0524,0.260918269,4
CP,75,156,8.444,0.276764567,4
CP,75,154,7.9306,0.241280609,4
CP,75,111,6.3297,0.382956538,4
CP,75,162,7.4369,0.313867337,4
CP,75,97,6.8964,0.336479903,4
CP,75,154,7.0926,0.337971971,4
CP,75,104,8.0877,0.324727673,4
CP,75,120,6.7244,0.304175837,4
CP,75,165,7.882,0.30460543,4
CP,75,140,7.3351,0.279478126,4
CP,75,141,7.9748,0.280847169,4
CP,75,155,8.0839,0.313165675,4
CP,75,168,6.3088,0.418716713,5
CP,75,150,7.4534,0.367295462,5
CP,75,117,7.6748,0.330093292,5
CP,75,158,7.4599,0.334602341,5
CP,75,164,8.4386,,5
CP,75,148,6.5185,0.374932883,5
CP,75,166,7.8595,0.366588205,5
CP,75,158,7.0417,0.405640683,5
CP,75,130,7.0256,0.379725575,5
CP,75,162,6.4651,0.479095451,6
CP,75,146,7.6317,,
CP,75,148,,,
CP,75,149,7.7148,,
CP,75.5,136,7.2454,0.283089961,3
CP,76,154,9.2879,0.054802485,1
CP,76,172,7.1786,0.166466999,2
CP,76,166,7.7342,0.15375863,2
CP,76,168,7.6652,0.151281115,2
CP,76,157,8.112,0.172312623,2
CP,76,135,8.9536,0.137866333,2
CP,76,166,7.676,0.227618551,3
CP,76,158,9.475,0.20069657,3
CP,76,147,8.2506,0.219268902,3
CP,76,164,7.9596,0.235112317,3
CP,76,171,6.5,0.230523077,3
CP,76,169,7.1163,0.240363672,3
CP,76,145,6.58,0.283449848,3
CP,76,186,6.872,0.288242142,3
CP,76,170,6.859,0.252252515,3
CP,76,123,7.0789,0.25485598,3
CP,76,167,7.982,0.208844901,3
CP,76,174,6.136,0.307431551,3
CP,76,142,6.7758,0.24611116,3
CP,76,129,6.792,0.301295642,3
CP,76,124,6.4982,0.291757718,3
CP,76,168,7.2433,0.274971353,3
CP,76,146,8.4709,0.221027282,3
CP,76,150,7.9118,0.202153745,3
CP,76,168,7.0118,0.286288827,3
CP,76,148,7.6919,0.245127992,3
CP,76,142,6.8125,,3
CP,76,130,7.1542,0.071666667,3
CP,76,153,8.0141,0.209692916,3
CP,76,125,7.548,0.23736089,3
CP,76,160,8.4143,0.197972499,3
CP,76,,9.1696,0.154957686,3
CP,76,123,8.0874,0.215087667,3
CP,76,169,7.5153,0.235027211,3
CP,76,155,8.339,0.243074709,4
CP,76,163,5.3192,0.30829824,4
CP,76,171,6.9706,0.31558259,4
CP,76,174,8.2274,0.287818752,4
CP,76,166,8.3008,0.232314958,4
CP,76,142,7.6268,0.311795248,4
CP,76,144,6.894,0.358935306,4
CP,76,168,7.24,0.326588398,4
CP,76,164,7.1788,0.333663008,4
CP,76,173,6.5808,0.363618405,4
CP,76,164,6.5382,0.37025481,4
CP,76,143,8.4768,0.282476878,4
CP,76,165,7.638,0.294579733,4
CP,76,156,6.7347,0.353556951,4
CP,76,144,7.1486,0.318943569,4
CP,76,167,7.603,0.309798764,4
CP,76,168,7.0453,0.372035258,4
CP,76,107,7.9528,0.252112464,4
CP,76,159,8.6033,0.284948799,4
CP,76,150,7.5051,0.346697579,4
CP,76,148,7.7867,0.278988532,4
CP,76,163,7.9824,0.301212668,4
CP,76,143,6.75,0.379096296,4
CP,76,156,,,4
CP,76,165,7.6676,0.286047785,4
CP,76,143,7.5498,0.306935283,4
CP,76,155,8.7985,0.269932375,4
CP,76,163,8.878,0.234681235,4
CP,76,147,7.2551,0.322338769,4
CP,76,129,7.7199,0.32328139,4
CP,76,162,7.9885,0.300356763,4
CP,76,133,7.7969,0.321807385,4
CP,76,161,8.5224,0.27552098,5
CP,76,156,9.0503,0.276046098,5
CP,76,139,6.4112,0.395682556,5
CP,76,137,6.7352,0.381428911,5
CP,76,157,7.8448,0.348141444,5
CP,76,161,8.2545,0.380507602,5
CP,76,131,6.9843,0.360809244,5
CP,76,172,6.3391,0.418450569,5
CP,76,112,7.1237,0.359784943,5
CP,76,150,8.3138,0.370901393,5
CP,76,147,8.53,0.317291911,5
CP,76,152,7.0738,0.374791484,5
CP,76,160,7.5427,,6
CP,76,135,,,
CP,76,152,8.325,,
CP,76.5,168,7.0688,0.327834993,4
CP,77,165,8.469,0.068189869,1
CP,77,145,9.8358,0.114835601,2
CP,77,168,9.5607,0.128954993,2
CP,77,150,,,2
CP,77,171,9.086,0.13261061,2
CP,77,170,7.555,0.158292522,2
CP,77,136,7.7408,0.159880116,2
CP,77,164,7.9169,0.168020311,2
CP,77,165,9.3693,0.121855421,2
CP,77,124,9.8051,0.137826233,2
CP,77,145,7.7519,0.241669784,3
CP,77,169,7.69,0.242314694,3
CP,77,174,6.76,0.308343195,3
CP,77,138,6.6697,0.260671395,3
CP,77,158,6.606,0.289297608,3
CP,77,158,7.57,0.237899604,3
CP,77,166,7.982,0.251277875,3
CP,77,168,7.9938,0.242700593,3
CP,77,154,8.3465,0.223698556,3
CP,77,163,7.158,0.260757195,3
CP,77,148,7.89,0.232724968,3
CP,77,148,5.8159,0.294657749,3
CP,77,132,7.3595,0.26792581,3
CP,77,138,8.252,0.226781386,3
CP,77,155,7.8918,0.230454396,3
CP,77,164,8.0264,0.241540417,3
CP,77,159,7.8793,0.24599901,3
CP,77,141,7.3231,0.271619942,3
CP,77,151,8.0826,0.236953456,3
CP,77,135,7.4723,0.260334837,3
CP,77,131,6.6699,0.279704343,3
CP,77,95,7.0155,0.271213741,3
CP,77,171,8.0485,0.246679505,3
CP,77,161,7.1534,0.260924875,3
CP,77,150,7.4964,0.242049517,3
CP,77,148,8.9152,0.18238514,3
CP,77,138,8.57,0.173512252,3
CP,77,142,8.2879,0.18939659,3
CP,77,156,7.6112,0.226482026,3
CP,77,151,7.7803,0.281197383,4
CP,77,134,8.024,0.294865404,4
CP,77,155,8.2821,0.306407795,4
CP,77,133,8.0136,0.334943097,4
CP,77,145,7.7026,0.338054683,4
CP,77,172,7.9118,0.315768852,4
CP,77,141,5.755,0.420642919,4
CP,77,167,7.1999,0.317212739,4
CP,77,136,6.7998,0.346407247,4
CP,77,163,7.4778,0.354261949,4
CP,77,142,7.1796,0.26800936,4
CP,77,132,7.8457,0.28342914,4
CP,77,157,7.7026,0.324267131,4
CP,77,141,7.8533,0.321100684,4
CP,77,137,7.2953,0.339944896,4
CP,77,142,6.89,0.33850508,4
CP,77,137,7.9019,0.339057695,4
CP,77,154,6.7261,0.382569394,4
CP,77,160,8.3944,0.296376156,4
CP,77,151,7.0699,0.324997525,4
CP,77,140,8.6824,0.264984336,4
CP,77,165,7.8341,0.304795701,4
CP,77,154,7.206,0.317471551,4
CP,77,132,8.4072,0.297554477,4
CP,77,152,7.204,0.307606885,4
CP,77,146,8.184,0.258162268,4
CP,77,121,9.5402,0.230550722,4
CP,77,158,8.3787,0.261973815,4
CP,77,153,8.4609,0.294070371,4
CP,77,160,7.8282,0.299225876,4
CP,77,166,8.3444,0.296570155,4
CP,77,167,8.056,0.25495283,4
CP,77,146,8.8263,0.225179294,4
CP,77,160,7.0389,0.401696288,5
CP,77,174,7.9907,0.306631459,5
CP,77,145,7.6335,0.367419925,5
CP,77,159,8.5273,0.351987147,5
CP,77,158,8.2902,0.315396492,5
CP,77,94,7.5,0.396173333,5
CP,77,132,6.2049,0.463955906,5
CP,77,167,7.5299,0.412595121,5
CP,77,160,7.5238,0.387875807,5
CP,77,170,6.585,0.428534548,5
CP,77,168,7.2089,0.380751571,5
CP,77,166,7.4031,0.364279829,5
CP,77,159,7.0236,0.428071075,5
CP,77,174,7.6065,0.34959574,5
CP,77,164,8.4325,0.321707679,5
CP,77,132,7.2103,0.4008155,6
CP,77,114,7.6878,0.4226957,6
CP,77,146,8.8506,0.352586265,6
CP,77,166,,,
CP,77,160,,,
CP,77,150,,,
CP,77.5,165,6.8914,0.334155614,4
CP,77.5,165,8.22,0.287116788,4
CP,78,149,10.3425,0.113144791,2
CP,78,108,7.5585,0.165469339,2
CP,78,151,8.0728,0.156153999,2
CP,78,143,7.2947,0.24475304,3
CP,78,166,7.5282,0.229032172,3
CP,78,136,6.45,0.275751938,3
CP,78,133,5.9179,0.285185623,3
CP,78,134,6.19,0.26996769,3
CP,78,148,6.7013,0.321042186,3
CP,78,153,8.1339,0.220570698,3
CP,78,156,8.291,0.216367145,3
CP,78,175,8.6129,0.231130049,3
CP,78,168,7.5405,0.253060142,3
CP,78,146,8.2056,0.198681388,3
CP,78,138,7.6617,0.269039508,3
CP,78,170,7.3063,,3
CP,78,146,7.7338,0.28687062,3
CP,78,163,8.1635,0.220260917,3
CP,78,165,6.8965,0.292104691,3
CP,78,138,7.4808,0.246858625,3
CP,78,164,7.82,0.219616368,3
CP,78,152,9.2086,0.183730426,3
CP,78,163,9.0452,0.185656481,3
CP,78,146,8.8509,0.18905422,3
CP,78,99,8.2,0.299670732,4
CP,78,174,7.6901,0.291647703,4
CP,78,144,8.1627,0.296066253,4
CP,78,154,7.4799,0.308426583,4
CP,78,179,8.6613,0.239363606,4
CP,78,154,7.8994,0.336088817,4
CP,78,178,6.7298,0.335032245,4
CP,78,171,7.1443,0.371191019,4
CP,78,148,7.6289,0.3072789,4
CP,78,153,8.0933,0.336031038,4
CP,78,125,5.7091,0.414320996,4
CP,78,174,7.5223,0.306462119,4
CP,78,115,7.5648,0.308428511,4
CP,78,140,7.2834,0.366971469,4
CP,78,168,8.1988,0.288078743,4
CP,78,164,8.8136,0.284151765,4
CP,78,132,7.238,0.316385742,4
CP,78,143,8.253,0.307221616,4
CP,78,148,8.7341,0.230441602,4
CP,78,138,10.2012,0.212073089,4
CP,78,170,7.9765,0.27297687,4
CP,78,155,9.1823,0.271663962,4
CP,78,159,7.8403,0.33290818,5
